5 UNARYRULE NOUN difference
5 UNARYRULE ADP about
8 UNARYRULE ADP between
8 UNARYRULE PRON their
6 UNARYRULE ADP into
13 UNARYRULE NOUN fear
1 UNARYRULE NP+NOUN countries
20 UNARYRULE VERB were
11 UNARYRULE VERB make
526 UNARYRULE ADJ _RARE_
11 UNARYRULE NOUN company
8 UNARYRULE NOUN moon
198 UNARYRULE DET a
4 UNARYRULE NOUN rain
5 UNARYRULE NUM one
15 UNARYRULE NOUN president
477 UNARYRULE VERB _RARE_
5 UNARYRULE VERB causes
5 UNARYRULE NOUN Johnson
5 UNARYRULE ADJ female
16 UNARYRULE VERB known
5 UNARYRULE NOUN South
1 UNARYRULE NOUN work
2 UNARYRULE ADJ musical
3 UNARYRULE ADJ National
1 UNARYRULE NP+NOUN Vietnam
1 UNARYRULE NP+NUM two
3 UNARYRULE NOUN office
3 UNARYRULE PRON I
6 UNARYRULE ADJ Spanish
3 UNARYRULE VERB run
13 UNARYRULE NOUN President
5 UNARYRULE VERB wrote
10 UNARYRULE NOUN Day
5 UNARYRULE ADP out
3 UNARYRULE NP+X _RARE_
2 UNARYRULE ADVP+ADJ _RARE_
10 UNARYRULE VERB call
8 UNARYRULE VERB being
69 UNARYRULE ADJ many
3 UNARYRULE NP+NOUN Australia
6 UNARYRULE NOUN Kennedy
1 UNARYRULE NP+ADJ black
3 UNARYRULE VP+VERB buried
10 UNARYRULE NOUN kind
8 UNARYRULE NOUN St.
380 UNARYRULE ADP of
5 UNARYRULE PRON my
1 UNARYRULE ADJ home
1 UNARYRULE ADJ West
526 UNARYRULE NP+NOUN _RARE_
2 UNARYRULE CONJ _RARE_
5 UNARYRULE ADJ European
1 UNARYRULE NOUN run
5 UNARYRULE VERB been
6 UNARYRULE NOUN Washington
11 UNARYRULE NOUN body
3 UNARYRULE NP+ADJ _RARE_
7 UNARYRULE ADJ only
9 UNARYRULE NOUN film
2 UNARYRULE ADV Where
5 UNARYRULE ADJ longest
5 UNARYRULE VERB win
1 UNARYRULE ADVP+ADV best
90 UNARYRULE WHADVP+ADV Where
5 UNARYRULE NOUN rate
10 UNARYRULE NOUN baseball
2 UNARYRULE NOUN National
118 UNARYRULE . ``
21 UNARYRULE VP+VERB die
2 UNARYRULE NP+NOUN year
6 UNARYRULE CONJ or
37 UNARYRULE ADV _RARE_
16 UNARYRULE NUM two
1 UNARYRULE VP+VERB painted
20 UNARYRULE VERB stand
1 UNARYRULE NP+DET _RARE_
14 UNARYRULE ADJ most
1 UNARYRULE NOUN I
5 UNARYRULE NOUN American
5 UNARYRULE VERB should
12 UNARYRULE VERB be
1 UNARYRULE VP+VERB killed
